equipment_id,equipment_type,rental_price_per_day,min_rental_price,max_rental_price,unit,snapshot_date
EQ005401,Leveller,1099,800,1500,per day,2025-09-17
EQ005402,Disc Harrow,757,500,1000,per day,2025-09-17
EQ005403,Pumpset,573,300,800,per day,2025-09-17
EQ005404,Thresher,845,600,1200,per day,2025-09-17
EQ005405,Power Tiller,865,500,1200,per day,2025-09-17
EQ005406,Reaper,1702,1500,2500,per day,2025-09-17
EQ005407,Power Tiller,574,500,1200,per day,2025-09-17
EQ005408,Seed Drill,598,400,900,per day,2025-09-17
EQ005409,Tractor,2000,1000,2000,per day,2025-09-17
EQ005410,Reaper,1881,1500,2500,per day,2025-09-17
EQ005411,Plough,523,300,800,per day,2025-09-17
EQ005412,Seed Drill,722,400,900,per day,2025-09-17
EQ005413,Tractor,2000,1000,2000,per day,2025-09-17
EQ005414,Weeder,416,250,600,per day,2025-09-17
EQ005415,Disc Harrow,744,500,1000,per day,2025-09-17
EQ005416,Tractor,1547,1000,2000,per day,2025-09-17
EQ005417,Harvester,5318,3000,6000,per day,2025-09-17
EQ005418,Plough,531,300,800,per day,2025-09-17
EQ005419,Plough,481,300,800,per day,2025-09-17
EQ005420,Leveller,984,800,1500,per day,2025-09-17
EQ005421,Thresher,907,600,1200,per day,2025-09-17
EQ005422,Seed Drill,740,400,900,per day,2025-09-17
EQ005423,Rotavator,617,400,1000,per day,2025-09-17
EQ005424,Rotavator,718,400,1000,per day,2025-09-17
EQ005425,Baler,2602,2000,3500,per day,2025-09-17
EQ005426,Seed Drill,666,400,900,per day,2025-09-17
EQ005427,Rotavator,702,400,1000,per day,2025-09-17
EQ005428,Pumpset,584,300,800,per day,2025-09-17
EQ005429,Harvester,4524,3000,6000,per day,2025-09-17
EQ005430,Mulcher,1335,900,1600,per day,2025-09-17
EQ005431,Sprayer,279,200,500,per day,2025-09-17
EQ005432,Baler,2316,2000,3500,per day,2025-09-17
EQ005433,Harvester,4382,3000,6000,per day,2025-09-17
EQ005434,Weeder,369,250,600,per day,2025-09-17
EQ005435,Cultivator,763,400,900,per day,2025-09-17
EQ005436,Harvester,4206,3000,6000,per day,2025-09-17
EQ005437,Weeder,458,250,600,per day,2025-09-17
EQ005438,Pumpset,392,300,800,per day,2025-09-17
EQ005439,Pumpset,543,300,800,per day,2025-09-17
EQ005440,Sprayer,221,200,500,per day,2025-09-17
EQ005441,Thresher,1030,600,1200,per day,2025-09-17
EQ005442,Tractor,1780,1000,2000,per day,2025-09-17
EQ005443,Reaper,1779,1500,2500,per day,2025-09-17
EQ005444,Cultivator,510,400,900,per day,2025-09-17
EQ005445,Weeder,405,250,600,per day,2025-09-17
EQ005446,Seed Drill,609,400,900,per day,2025-09-17
EQ005447,Seed Drill,641,400,900,per day,2025-09-17
EQ005448,Baler,2487,2000,3500,per day,2025-09-17
EQ005449,Reaper,2197,1500,2500,per day,2025-09-17
EQ005450,Seed Drill,764,400,900,per day,2025-09-17
EQ005451,Disc Harrow,672,500,1000,per day,2025-09-17
EQ005452,Rotavator,764,400,1000,per day,2025-09-17
EQ005453,Rotavator,595,400,1000,per day,2025-09-17
EQ005454,Mulcher,1320,900,1600,per day,2025-09-17
EQ005455,Plough,476,300,800,per day,2025-09-17
EQ005456,Thresher,964,600,1200,per day,2025-09-17
EQ005457,Disc Harrow,671,500,1000,per day,2025-09-17
EQ005458,Sprayer,340,200,500,per day,2025-09-17
EQ005459,Harvester,4720,3000,6000,per day,2025-09-17
EQ005460,Sprayer,248,200,500,per day,2025-09-17
EQ005461,Leveller,953,800,1500,per day,2025-09-17
EQ005462,Disc Harrow,831,500,1000,per day,2025-09-17
EQ005463,Weeder,418,250,600,per day,2025-09-17
EQ005464,Baler,2946,2000,3500,per day,2025-09-17
EQ005465,Rotavator,859,400,1000,per day,2025-09-17
EQ005466,Baler,2273,2000,3500,per day,2025-09-17
EQ005467,Seed Drill,652,400,900,per day,2025-09-17
EQ005468,Power Tiller,990,500,1200,per day,2025-09-17
EQ005469,Power Tiller,794,500,1200,per day,2025-09-17
EQ005470,Cultivator,562,400,900,per day,2025-09-17
EQ005471,Sprayer,299,200,500,per day,2025-09-17
EQ005472,Harvester,4327,3000,6000,per day,2025-09-17
EQ005473,Power Tiller,770,500,1200,per day,2025-09-17
EQ005474,Mulcher,1295,900,1600,per day,2025-09-17
EQ005475,Weeder,335,250,600,per day,2025-09-17
EQ005476,Disc Harrow,528,500,1000,per day,2025-09-17
EQ005477,Weeder,511,250,600,per day,2025-09-17
EQ005478,Thresher,857,600,1200,per day,2025-09-17
EQ005479,Reaper,1917,1500,2500,per day,2025-09-17
EQ005480,Harvester,3748,3000,6000,per day,2025-09-17
EQ005481,Baler,2597,2000,3500,per day,2025-09-17
EQ005482,Tractor,1798,1000,2000,per day,2025-09-17
EQ005483,Baler,2487,2000,3500,per day,2025-09-17
EQ005484,Tractor,1970,1000,2000,per day,2025-09-17
EQ005485,Leveller,1063,800,1500,per day,2025-09-17
EQ005486,Plough,483,300,800,per day,2025-09-17
EQ005487,Tractor,1582,1000,2000,per day,2025-09-17
EQ005488,Pumpset,505,300,800,per day,2025-09-17
EQ005489,Baler,3365,2000,3500,per day,2025-09-17
EQ005490,Leveller,1031,800,1500,per day,2025-09-17
EQ005491,Cultivator,650,400,900,per day,2025-09-17
EQ005492,Reaper,2176,1500,2500,per day,2025-09-17
EQ005493,Thresher,1106,600,1200,per day,2025-09-17
EQ005494,Sprayer,311,200,500,per day,2025-09-17
EQ005495,Seed Drill,729,400,900,per day,2025-09-17
EQ005496,Mulcher,1221,900,1600,per day,2025-09-17
EQ005497,Seed Drill,801,400,900,per day,2025-09-17
EQ005498,Rotavator,678,400,1000,per day,2025-09-17
EQ005499,Cultivator,688,400,900,per day,2025-09-17
EQ005500,Weeder,466,250,600,per day,2025-09-17
EQ005501,Weeder,463,250,600,per day,2025-09-17
EQ005502,Cultivator,609,400,900,per day,2025-09-17
EQ005503,Pumpset,399,300,800,per day,2025-09-17
EQ005504,Harvester,3701,3000,6000,per day,2025-09-17
EQ005505,Thresher,976,600,1200,per day,2025-09-17
EQ005506,Weeder,390,250,600,per day,2025-09-17
EQ005507,Harvester,4205,3000,6000,per day,2025-09-17
EQ005508,Pumpset,399,300,800,per day,2025-09-17
EQ005509,Seed Drill,610,400,900,per day,2025-09-17
EQ005510,Weeder,507,250,600,per day,2025-09-17
EQ005511,Reaper,1802,1500,2500,per day,2025-09-17
EQ005512,Harvester,4941,3000,6000,per day,2025-09-17
EQ005513,Thresher,997,600,1200,per day,2025-09-17
EQ005514,Rotavator,695,400,1000,per day,2025-09-17
EQ005515,Harvester,4613,3000,6000,per day,2025-09-17
EQ005516,Weeder,331,250,600,per day,2025-09-17
EQ005517,Cultivator,626,400,900,per day,2025-09-17
EQ005518,Rotavator,687,400,1000,per day,2025-09-17
EQ005519,Weeder,312,250,600,per day,2025-09-17
EQ005520,Power Tiller,844,500,1200,per day,2025-09-17
EQ005521,Thresher,851,600,1200,per day,2025-09-17
EQ005522,Baler,2372,2000,3500,per day,2025-09-17
EQ005523,Reaper,1929,1500,2500,per day,2025-09-17
EQ005524,Leveller,977,800,1500,per day,2025-09-17
EQ005525,Cultivator,400,400,900,per day,2025-09-17
EQ005526,Reaper,2021,1500,2500,per day,2025-09-17
EQ005527,Seed Drill,612,400,900,per day,2025-09-17
EQ005528,Weeder,415,250,600,per day,2025-09-17
EQ005529,Leveller,1225,800,1500,per day,2025-09-17
EQ005530,Weeder,469,250,600,per day,2025-09-17
EQ005531,Disc Harrow,759,500,1000,per day,2025-09-17
EQ005532,Mulcher,900,900,1600,per day,2025-09-17
EQ005533,Baler,2795,2000,3500,per day,2025-09-17
EQ005534,Plough,488,300,800,per day,2025-09-17
EQ005535,Plough,547,300,800,per day,2025-09-17
EQ005536,Weeder,471,250,600,per day,2025-09-17
EQ005537,Tractor,1823,1000,2000,per day,2025-09-17
EQ005538,Baler,2969,2000,3500,per day,2025-09-17
EQ005539,Seed Drill,672,400,900,per day,2025-09-17
EQ005540,Mulcher,1176,900,1600,per day,2025-09-17
EQ005541,Mulcher,1240,900,1600,per day,2025-09-17
EQ005542,Cultivator,406,400,900,per day,2025-09-17
EQ005543,Rotavator,753,400,1000,per day,2025-09-17
EQ005544,Seed Drill,532,400,900,per day,2025-09-17
EQ005545,Mulcher,1129,900,1600,per day,2025-09-17
EQ005546,Sprayer,260,200,500,per day,2025-09-17
EQ005547,Harvester,4129,3000,6000,per day,2025-09-17
EQ005548,Mulcher,1311,900,1600,per day,2025-09-17
EQ005549,Seed Drill,694,400,900,per day,2025-09-17
EQ005550,Rotavator,753,400,1000,per day,2025-09-17
EQ005551,Reaper,1732,1500,2500,per day,2025-09-17
EQ005552,Tractor,1763,1000,2000,per day,2025-09-17
EQ005553,Sprayer,299,200,500,per day,2025-09-17
EQ005554,Tractor,2000,1000,2000,per day,2025-09-17
EQ005555,Plough,494,300,800,per day,2025-09-17
EQ005556,Tractor,2000,1000,2000,per day,2025-09-17
EQ005557,Weeder,399,250,600,per day,2025-09-17
EQ005558,Mulcher,1063,900,1600,per day,2025-09-17
EQ005559,Thresher,890,600,1200,per day,2025-09-17
EQ005560,Harvester,4938,3000,6000,per day,2025-09-17
EQ005561,Pumpset,603,300,800,per day,2025-09-17
EQ005562,Disc Harrow,635,500,1000,per day,2025-09-17
EQ005563,Weeder,404,250,600,per day,2025-09-17
EQ005564,Cultivator,644,400,900,per day,2025-09-17
EQ005565,Harvester,4518,3000,6000,per day,2025-09-17
EQ005566,Cultivator,521,400,900,per day,2025-09-17
EQ005567,Harvester,4668,3000,6000,per day,2025-09-17
EQ005568,Leveller,1143,800,1500,per day,2025-09-17
EQ005569,Tractor,1794,1000,2000,per day,2025-09-17
EQ005570,Disc Harrow,695,500,1000,per day,2025-09-17
EQ005571,Sprayer,293,200,500,per day,2025-09-17
EQ005572,Sprayer,259,200,500,per day,2025-09-17
EQ005573,Disc Harrow,724,500,1000,per day,2025-09-17
EQ005574,Weeder,496,250,600,per day,2025-09-17
EQ005575,Rotavator,762,400,1000,per day,2025-09-17
EQ005576,Power Tiller,858,500,1200,per day,2025-09-17
EQ005577,Reaper,1998,1500,2500,per day,2025-09-17
EQ005578,Disc Harrow,706,500,1000,per day,2025-09-17
EQ005579,Harvester,5223,3000,6000,per day,2025-09-17
EQ005580,Plough,523,300,800,per day,2025-09-17
EQ005581,Disc Harrow,500,500,1000,per day,2025-09-17
EQ005582,Power Tiller,915,500,1200,per day,2025-09-17
EQ005583,Baler,2329,2000,3500,per day,2025-09-17
EQ005584,Disc Harrow,756,500,1000,per day,2025-09-17
EQ005585,Baler,2561,2000,3500,per day,2025-09-17
EQ005586,Reaper,2030,1500,2500,per day,2025-09-17
EQ005587,Seed Drill,558,400,900,per day,2025-09-17
EQ005588,Power Tiller,835,500,1200,per day,2025-09-17
EQ005589,Baler,2670,2000,3500,per day,2025-09-17
EQ005590,Rotavator,724,400,1000,per day,2025-09-17
EQ005591,Harvester,4383,3000,6000,per day,2025-09-17
EQ005592,Thresher,833,600,1200,per day,2025-09-17
EQ005593,Pumpset,645,300,800,per day,2025-09-17
EQ005594,Leveller,1049,800,1500,per day,2025-09-17
EQ005595,Leveller,1179,800,1500,per day,2025-09-17
EQ005596,Rotavator,728,400,1000,per day,2025-09-17
EQ005597,Seed Drill,779,400,900,per day,2025-09-17
EQ005598,Plough,475,300,800,per day,2025-09-17
EQ005599,Sprayer,292,200,500,per day,2025-09-17
EQ005600,Seed Drill,617,400,900,per day,2025-09-17
EQ005601,Plough,509,300,800,per day,2025-09-17
EQ005602,Tractor,1914,1000,2000,per day,2025-09-17
EQ005603,Sprayer,289,200,500,per day,2025-09-17
EQ005604,Seed Drill,677,400,900,per day,2025-09-17
EQ005605,Plough,689,300,800,per day,2025-09-17
EQ005606,Cultivator,772,400,900,per day,2025-09-17
EQ005607,Plough,630,300,800,per day,2025-09-17
EQ005608,Harvester,4312,3000,6000,per day,2025-09-17
EQ005609,Disc Harrow,698,500,1000,per day,2025-09-17
EQ005610,Seed Drill,504,400,900,per day,2025-09-17
EQ005611,Disc Harrow,696,500,1000,per day,2025-09-17
EQ005612,Rotavator,513,400,1000,per day,2025-09-17
EQ005613,Tractor,1731,1000,2000,per day,2025-09-17
EQ005614,Plough,601,300,800,per day,2025-09-17
EQ005615,Thresher,1001,600,1200,per day,2025-09-17
EQ005616,Seed Drill,759,400,900,per day,2025-09-17
EQ005617,Tractor,1744,1000,2000,per day,2025-09-17
EQ005618,Leveller,1127,800,1500,per day,2025-09-17
EQ005619,Reaper,1991,1500,2500,per day,2025-09-17
EQ005620,Mulcher,1057,900,1600,per day,2025-09-17
EQ005621,Plough,316,300,800,per day,2025-09-17
EQ005622,Harvester,4347,3000,6000,per day,2025-09-17
EQ005623,Thresher,863,600,1200,per day,2025-09-17
EQ005624,Pumpset,518,300,800,per day,2025-09-17
EQ005625,Cultivator,606,400,900,per day,2025-09-17
EQ005626,Reaper,1827,1500,2500,per day,2025-09-17
EQ005627,Power Tiller,660,500,1200,per day,2025-09-17
EQ005628,Reaper,2139,1500,2500,per day,2025-09-17
EQ005629,Mulcher,1274,900,1600,per day,2025-09-17
EQ005630,Reaper,1770,1500,2500,per day,2025-09-17
EQ005631,Reaper,2171,1500,2500,per day,2025-09-17
EQ005632,Cultivator,522,400,900,per day,2025-09-17
EQ005633,Tractor,1991,1000,2000,per day,2025-09-17
EQ005634,Seed Drill,643,400,900,per day,2025-09-17
EQ005635,Sprayer,309,200,500,per day,2025-09-17
EQ005636,Harvester,4169,3000,6000,per day,2025-09-17
EQ005637,Power Tiller,823,500,1200,per day,2025-09-17
EQ005638,Weeder,424,250,600,per day,2025-09-17
EQ005639,Baler,2427,2000,3500,per day,2025-09-17
EQ005640,Power Tiller,591,500,1200,per day,2025-09-17
EQ005641,Rotavator,465,400,1000,per day,2025-09-17
EQ005642,Weeder,376,250,600,per day,2025-09-17
EQ005643,Harvester,5401,3000,6000,per day,2025-09-17
EQ005644,Weeder,320,250,600,per day,2025-09-17
EQ005645,Power Tiller,794,500,1200,per day,2025-09-17
EQ005646,Power Tiller,643,500,1200,per day,2025-09-17
EQ005647,Baler,3099,2000,3500,per day,2025-09-17
EQ005648,Harvester,5251,3000,6000,per day,2025-09-17
EQ005649,Rotavator,813,400,1000,per day,2025-09-17
EQ005650,Rotavator,694,400,1000,per day,2025-09-17
EQ005651,Tractor,1762,1000,2000,per day,2025-09-17
EQ005652,Mulcher,1348,900,1600,per day,2025-09-17
EQ005653,Plough,425,300,800,per day,2025-09-17
EQ005654,Thresher,1057,600,1200,per day,2025-09-17
EQ005655,Weeder,331,250,600,per day,2025-09-17
EQ005656,Cultivator,669,400,900,per day,2025-09-17
EQ005657,Baler,2019,2000,3500,per day,2025-09-17
EQ005658,Baler,2810,2000,3500,per day,2025-09-17
EQ005659,Reaper,2012,1500,2500,per day,2025-09-17
EQ005660,Weeder,281,250,600,per day,2025-09-17
EQ005661,Reaper,1975,1500,2500,per day,2025-09-17
EQ005662,Tractor,1730,1000,2000,per day,2025-09-17
EQ005663,Baler,2381,2000,3500,per day,2025-09-17
EQ005664,Thresher,937,600,1200,per day,2025-09-17
EQ005665,Sprayer,292,200,500,per day,2025-09-17
EQ005666,Leveller,1214,800,1500,per day,2025-09-17
EQ005667,Pumpset,540,300,800,per day,2025-09-17
EQ005668,Baler,2000,2000,3500,per day,2025-09-17
EQ005669,Disc Harrow,598,500,1000,per day,2025-09-17
EQ005670,Reaper,1874,1500,2500,per day,2025-09-17
EQ005671,Thresher,844,600,1200,per day,2025-09-17
EQ005672,Plough,484,300,800,per day,2025-09-17
EQ005673,Rotavator,750,400,1000,per day,2025-09-17
EQ005674,Seed Drill,773,400,900,per day,2025-09-17
EQ005675,Thresher,824,600,1200,per day,2025-09-17
EQ005676,Rotavator,699,400,1000,per day,2025-09-17
EQ005677,Harvester,4095,3000,6000,per day,2025-09-17
EQ005678,Reaper,2243,1500,2500,per day,2025-09-17
EQ005679,Pumpset,568,300,800,per day,2025-09-17
EQ005680,Rotavator,780,400,1000,per day,2025-09-17
EQ005681,Harvester,4332,3000,6000,per day,2025-09-17
EQ005682,Cultivator,727,400,900,per day,2025-09-17
EQ005683,Cultivator,502,400,900,per day,2025-09-17
EQ005684,Cultivator,548,400,900,per day,2025-09-17
EQ005685,Sprayer,285,200,500,per day,2025-09-17
EQ005686,Mulcher,971,900,1600,per day,2025-09-17
EQ005687,Sprayer,361,200,500,per day,2025-09-17
EQ005688,Sprayer,360,200,500,per day,2025-09-17
EQ005689,Plough,540,300,800,per day,2025-09-17
EQ005690,Weeder,414,250,600,per day,2025-09-17
EQ005691,Reaper,2114,1500,2500,per day,2025-09-17
EQ005692,Mulcher,1290,900,1600,per day,2025-09-17
EQ005693,Mulcher,1100,900,1600,per day,2025-09-17
EQ005694,Tractor,1583,1000,2000,per day,2025-09-17
EQ005695,Thresher,777,600,1200,per day,2025-09-17
EQ005696,Disc Harrow,814,500,1000,per day,2025-09-17
EQ005697,Sprayer,304,200,500,per day,2025-09-17
EQ005698,Rotavator,567,400,1000,per day,2025-09-17
EQ005699,Weeder,446,250,600,per day,2025-09-17
EQ005700,Seed Drill,714,400,900,per day,2025-09-17
EQ005701,Baler,2623,2000,3500,per day,2025-09-17
EQ005702,Harvester,4868,3000,6000,per day,2025-09-17
EQ005703,Disc Harrow,590,500,1000,per day,2025-09-17
EQ005704,Thresher,824,600,1200,per day,2025-09-17
EQ005705,Leveller,1347,800,1500,per day,2025-09-17
EQ005706,Harvester,4423,3000,6000,per day,2025-09-17
EQ005707,Disc Harrow,762,500,1000,per day,2025-09-17
EQ005708,Power Tiller,810,500,1200,per day,2025-09-17
EQ005709,Pumpset,525,300,800,per day,2025-09-17
EQ005710,Mulcher,1395,900,1600,per day,2025-09-17
EQ005711,Leveller,1343,800,1500,per day,2025-09-17
EQ005712,Tractor,1942,1000,2000,per day,2025-09-17
EQ005713,Power Tiller,917,500,1200,per day,2025-09-17
EQ005714,Leveller,1089,800,1500,per day,2025-09-17
EQ005715,Tractor,1691,1000,2000,per day,2025-09-17
EQ005716,Seed Drill,698,400,900,per day,2025-09-17
EQ005717,Rotavator,725,400,1000,per day,2025-09-17
EQ005718,Rotavator,594,400,1000,per day,2025-09-17
EQ005719,Disc Harrow,722,500,1000,per day,2025-09-17
EQ005720,Mulcher,1007,900,1600,per day,2025-09-17
EQ005721,Weeder,440,250,600,per day,2025-09-17
EQ005722,Harvester,3964,3000,6000,per day,2025-09-17
EQ005723,Power Tiller,833,500,1200,per day,2025-09-17
EQ005724,Pumpset,517,300,800,per day,2025-09-17
EQ005725,Cultivator,733,400,900,per day,2025-09-17
EQ005726,Power Tiller,889,500,1200,per day,2025-09-17
EQ005727,Tractor,1983,1000,2000,per day,2025-09-17
EQ005728,Seed Drill,571,400,900,per day,2025-09-17
EQ005729,Harvester,4678,3000,6000,per day,2025-09-17
EQ005730,Weeder,416,250,600,per day,2025-09-17
EQ005731,Weeder,363,250,600,per day,2025-09-17
EQ005732,Weeder,447,250,600,per day,2025-09-17
EQ005733,Mulcher,1147,900,1600,per day,2025-09-17
EQ005734,Weeder,379,250,600,per day,2025-09-17
EQ005735,Rotavator,799,400,1000,per day,2025-09-17
EQ005736,Cultivator,557,400,900,per day,2025-09-17
EQ005737,Plough,436,300,800,per day,2025-09-17
EQ005738,Weeder,409,250,600,per day,2025-09-17
EQ005739,Thresher,893,600,1200,per day,2025-09-17
EQ005740,Cultivator,658,400,900,per day,2025-09-17
EQ005741,Sprayer,305,200,500,per day,2025-09-17
EQ005742,Thresher,807,600,1200,per day,2025-09-17
EQ005743,Disc Harrow,639,500,1000,per day,2025-09-17
EQ005744,Seed Drill,825,400,900,per day,2025-09-17
EQ005745,Rotavator,710,400,1000,per day,2025-09-17
EQ005746,Sprayer,226,200,500,per day,2025-09-17
EQ005747,Tractor,1793,1000,2000,per day,2025-09-17
EQ005748,Power Tiller,897,500,1200,per day,2025-09-17
EQ005749,Tractor,1647,1000,2000,per day,2025-09-17
EQ005750,Leveller,970,800,1500,per day,2025-09-17
EQ005751,Baler,2944,2000,3500,per day,2025-09-17
EQ005752,Pumpset,427,300,800,per day,2025-09-17
EQ005753,Tractor,1704,1000,2000,per day,2025-09-17
EQ005754,Sprayer,282,200,500,per day,2025-09-17
EQ005755,Power Tiller,603,500,1200,per day,2025-09-17
EQ005756,Mulcher,1105,900,1600,per day,2025-09-17
EQ005757,Baler,2928,2000,3500,per day,2025-09-17
EQ005758,Thresher,995,600,1200,per day,2025-09-17
EQ005759,Sprayer,256,200,500,per day,2025-09-17
EQ005760,Baler,2443,2000,3500,per day,2025-09-17
EQ005761,Plough,310,300,800,per day,2025-09-17
EQ005762,Leveller,1056,800,1500,per day,2025-09-17
EQ005763,Sprayer,323,200,500,per day,2025-09-17
EQ005764,Power Tiller,628,500,1200,per day,2025-09-17
EQ005765,Tractor,2000,1000,2000,per day,2025-09-17
EQ005766,Rotavator,651,400,1000,per day,2025-09-17
EQ005767,Harvester,4216,3000,6000,per day,2025-09-17
EQ005768,Plough,611,300,800,per day,2025-09-17
EQ005769,Power Tiller,767,500,1200,per day,2025-09-17
EQ005770,Reaper,2005,1500,2500,per day,2025-09-17
EQ005771,Seed Drill,683,400,900,per day,2025-09-17
EQ005772,Sprayer,318,200,500,per day,2025-09-17
EQ005773,Harvester,4776,3000,6000,per day,2025-09-17
EQ005774,Leveller,987,800,1500,per day,2025-09-17
EQ005775,Harvester,4431,3000,6000,per day,2025-09-17
EQ005776,Tractor,1677,1000,2000,per day,2025-09-17
EQ005777,Reaper,1976,1500,2500,per day,2025-09-17
EQ005778,Rotavator,695,400,1000,per day,2025-09-17
EQ005779,Baler,2659,2000,3500,per day,2025-09-17
EQ005780,Thresher,837,600,1200,per day,2025-09-17
EQ005781,Cultivator,690,400,900,per day,2025-09-17
EQ005782,Disc Harrow,728,500,1000,per day,2025-09-17
EQ005783,Thresher,839,600,1200,per day,2025-09-17
EQ005784,Disc Harrow,761,500,1000,per day,2025-09-17
EQ005785,Seed Drill,740,400,900,per day,2025-09-17
EQ005786,Harvester,4252,3000,6000,per day,2025-09-17
EQ005787,Reaper,2095,1500,2500,per day,2025-09-17
EQ005788,Disc Harrow,526,500,1000,per day,2025-09-17
EQ005789,Harvester,4749,3000,6000,per day,2025-09-17
EQ005790,Plough,489,300,800,per day,2025-09-17
EQ005791,Plough,386,300,800,per day,2025-09-17
EQ005792,Cultivator,550,400,900,per day,2025-09-17
EQ005793,Rotavator,462,400,1000,per day,2025-09-17
EQ005794,Reaper,1978,1500,2500,per day,2025-09-17
EQ005795,Plough,314,300,800,per day,2025-09-17
EQ005796,Disc Harrow,772,500,1000,per day,2025-09-17
EQ005797,Pumpset,537,300,800,per day,2025-09-17
EQ005798,Cultivator,619,400,900,per day,2025-09-17
EQ005799,Weeder,381,250,600,per day,2025-09-17
EQ005800,Disc Harrow,757,500,1000,per day,2025-09-17
EQ005801,Tractor,1773,1000,2000,per day,2025-09-17
EQ005802,Baler,2596,2000,3500,per day,2025-09-17
EQ005803,Seed Drill,573,400,900,per day,2025-09-17
EQ005804,Weeder,382,250,600,per day,2025-09-17
EQ005805,Plough,513,300,800,per day,2025-09-17
EQ005806,Leveller,895,800,1500,per day,2025-09-17
EQ005807,Rotavator,630,400,1000,per day,2025-09-17
EQ005808,Rotavator,720,400,1000,per day,2025-09-17
EQ005809,Reaper,2051,1500,2500,per day,2025-09-17
EQ005810,Power Tiller,961,500,1200,per day,2025-09-17
EQ005811,Plough,444,300,800,per day,2025-09-17
EQ005812,Pumpset,594,300,800,per day,2025-09-17
EQ005813,Thresher,979,600,1200,per day,2025-09-17
EQ005814,Thresher,887,600,1200,per day,2025-09-17
EQ005815,Thresher,830,600,1200,per day,2025-09-17
EQ005816,Tractor,1694,1000,2000,per day,2025-09-17
EQ005817,Reaper,2146,1500,2500,per day,2025-09-17
EQ005818,Weeder,442,250,600,per day,2025-09-17
EQ005819,Weeder,510,250,600,per day,2025-09-17
EQ005820,Thresher,1061,600,1200,per day,2025-09-17
EQ005821,Thresher,796,600,1200,per day,2025-09-17
EQ005822,Power Tiller,832,500,1200,per day,2025-09-17
EQ005823,Baler,2381,2000,3500,per day,2025-09-17
EQ005824,Pumpset,531,300,800,per day,2025-09-17
EQ005825,Mulcher,1375,900,1600,per day,2025-09-17
EQ005826,Mulcher,1212,900,1600,per day,2025-09-17
EQ005827,Harvester,4644,3000,6000,per day,2025-09-17
EQ005828,Cultivator,513,400,900,per day,2025-09-17
EQ005829,Disc Harrow,758,500,1000,per day,2025-09-17
EQ005830,Leveller,894,800,1500,per day,2025-09-17
EQ005831,Pumpset,452,300,800,per day,2025-09-17
EQ005832,Rotavator,737,400,1000,per day,2025-09-17
EQ005833,Tractor,1590,1000,2000,per day,2025-09-17
EQ005834,Rotavator,717,400,1000,per day,2025-09-17
EQ005835,Disc Harrow,705,500,1000,per day,2025-09-17
EQ005836,Plough,634,300,800,per day,2025-09-17
EQ005837,Cultivator,684,400,900,per day,2025-09-17
EQ005838,Rotavator,800,400,1000,per day,2025-09-17
EQ005839,Reaper,2065,1500,2500,per day,2025-09-17
EQ005840,Seed Drill,659,400,900,per day,2025-09-17
EQ005841,Seed Drill,640,400,900,per day,2025-09-17
EQ005842,Pumpset,594,300,800,per day,2025-09-17
EQ005843,Seed Drill,591,400,900,per day,2025-09-17
EQ005844,Power Tiller,610,500,1200,per day,2025-09-17
EQ005845,Thresher,811,600,1200,per day,2025-09-17
EQ005846,Mulcher,1212,900,1600,per day,2025-09-17
EQ005847,Mulcher,1398,900,1600,per day,2025-09-17
EQ005848,Sprayer,307,200,500,per day,2025-09-17
EQ005849,Weeder,513,250,600,per day,2025-09-17
EQ005850,Baler,2000,2000,3500,per day,2025-09-17
EQ005851,Weeder,469,250,600,per day,2025-09-17
EQ005852,Reaper,2127,1500,2500,per day,2025-09-17
EQ005853,Rotavator,620,400,1000,per day,2025-09-17
EQ005854,Disc Harrow,784,500,1000,per day,2025-09-17
EQ005855,Baler,2342,2000,3500,per day,2025-09-17
EQ005856,Seed Drill,671,400,900,per day,2025-09-17
EQ005857,Cultivator,671,400,900,per day,2025-09-17
EQ005858,Mulcher,1105,900,1600,per day,2025-09-17
EQ005859,Baler,2842,2000,3500,per day,2025-09-17
EQ005860,Baler,2134,2000,3500,per day,2025-09-17
EQ005861,Plough,433,300,800,per day,2025-09-17
EQ005862,Rotavator,744,400,1000,per day,2025-09-17
EQ005863,Thresher,916,600,1200,per day,2025-09-17
EQ005864,Harvester,3933,3000,6000,per day,2025-09-17
EQ005865,Sprayer,327,200,500,per day,2025-09-17
EQ005866,Disc Harrow,812,500,1000,per day,2025-09-17
EQ005867,Mulcher,1204,900,1600,per day,2025-09-17
EQ005868,Pumpset,656,300,800,per day,2025-09-17
EQ005869,Thresher,989,600,1200,per day,2025-09-17
EQ005870,Weeder,442,250,600,per day,2025-09-17
EQ005871,Harvester,3942,3000,6000,per day,2025-09-17
EQ005872,Cultivator,628,400,900,per day,2025-09-17
EQ005873,Baler,2483,2000,3500,per day,2025-09-17
EQ005874,Thresher,895,600,1200,per day,2025-09-17
EQ005875,Seed Drill,525,400,900,per day,2025-09-17
EQ005876,Power Tiller,844,500,1200,per day,2025-09-17
EQ005877,Sprayer,295,200,500,per day,2025-09-17
EQ005878,Plough,604,300,800,per day,2025-09-17
EQ005879,Harvester,4689,3000,6000,per day,2025-09-17
EQ005880,Weeder,493,250,600,per day,2025-09-17
EQ005881,Seed Drill,525,400,900,per day,2025-09-17
EQ005882,Weeder,419,250,600,per day,2025-09-17
EQ005883,Thresher,845,600,1200,per day,2025-09-17
