equipment_id,equipment_type,rental_price_per_day,min_rental_price,max_rental_price,unit,snapshot_date,Condition,Adjusted_Rental_Price
EQ008218,Power Tiller,672,500,1200,per day,2025-09-17,Good,672.0
EQ008219,Cultivator,501,400,900,per day,2025-09-17,Good,501.0
EQ008220,Thresher,822,600,1200,per day,2025-09-17,Needs Repair,575.4
EQ008221,Baler,2385,2000,3500,per day,2025-09-17,Needs Repair,1669.5
EQ008222,Plough,407,300,800,per day,2025-09-17,Good,407.0
EQ008223,Baler,2721,2000,3500,per day,2025-09-17,Good,2721.0
EQ008224,Tractor,2000,1000,2000,per day,2025-09-17,Needs Repair,1400.0
EQ008225,Weeder,280,250,600,per day,2025-09-17,Good,280.0
EQ008226,Rotavator,776,400,1000,per day,2025-09-17,Good,776.0
EQ008227,Disc Harrow,773,500,1000,per day,2025-09-17,Good,773.0
EQ008228,Plough,339,300,800,per day,2025-09-17,Good,339.0
EQ008229,Reaper,2111,1500,2500,per day,2025-09-17,Good,2111.0
EQ008230,Sprayer,236,200,500,per day,2025-09-17,Good,236.0
EQ008231,Disc Harrow,638,500,1000,per day,2025-09-17,Good,638.0
EQ008232,Power Tiller,813,500,1200,per day,2025-09-17,Good,813.0
EQ008233,Sprayer,306,200,500,per day,2025-09-17,Needs Repair,214.2
EQ008234,Thresher,948,600,1200,per day,2025-09-17,Good,948.0
EQ008235,Power Tiller,877,500,1200,per day,2025-09-17,Good,877.0
EQ008236,Plough,452,300,800,per day,2025-09-17,Good,452.0
EQ008237,Reaper,1778,1500,2500,per day,2025-09-17,Needs Repair,1244.6
EQ008238,Rotavator,631,400,1000,per day,2025-09-17,Needs Repair,441.7
EQ008239,Seed Drill,510,400,900,per day,2025-09-17,Good,510.0
EQ008240,Cultivator,548,400,900,per day,2025-09-17,Good,548.0
EQ008241,Thresher,913,600,1200,per day,2025-09-17,Needs Repair,639.1
EQ008242,Tractor,2000,1000,2000,per day,2025-09-17,Good,2000.0
EQ008243,Mulcher,1268,900,1600,per day,2025-09-17,Good,1268.0
EQ008244,Sprayer,417,200,500,per day,2025-09-17,Good,417.0
EQ008245,Weeder,365,250,600,per day,2025-09-17,Good,365.0
EQ008246,Tractor,1937,1000,2000,per day,2025-09-17,Good,1937.0
EQ008247,Reaper,2078,1500,2500,per day,2025-09-17,Good,2078.0
EQ008248,Power Tiller,894,500,1200,per day,2025-09-17,Good,894.0
EQ008249,Baler,2353,2000,3500,per day,2025-09-17,Needs Repair,1647.1
EQ008250,Tractor,1815,1000,2000,per day,2025-09-17,Needs Repair,1270.5
EQ008251,Tractor,1831,1000,2000,per day,2025-09-17,Needs Repair,1281.7
EQ008252,Reaper,2378,1500,2500,per day,2025-09-17,Needs Repair,1664.6
EQ008253,Leveller,962,800,1500,per day,2025-09-17,Good,962.0
EQ008254,Leveller,1101,800,1500,per day,2025-09-17,Good,1101.0
EQ008255,Thresher,955,600,1200,per day,2025-09-17,Good,955.0
EQ008256,Tractor,1392,1000,2000,per day,2025-09-17,Needs Repair,974.4
EQ008257,Reaper,2070,1500,2500,per day,2025-09-17,Good,2070.0
EQ008258,Tractor,1932,1000,2000,per day,2025-09-17,Needs Repair,1352.4
EQ008259,Plough,445,300,800,per day,2025-09-17,Good,445.0
EQ008260,Seed Drill,689,400,900,per day,2025-09-17,Needs Repair,482.3
EQ008261,Thresher,862,600,1200,per day,2025-09-17,Good,862.0
EQ008262,Sprayer,327,200,500,per day,2025-09-17,Good,327.0
EQ008263,Plough,418,300,800,per day,2025-09-17,Needs Repair,292.6
EQ008264,Baler,2500,2000,3500,per day,2025-09-17,Good,2500.0
EQ008265,Seed Drill,702,400,900,per day,2025-09-17,Needs Repair,491.4
EQ008266,Rotavator,658,400,1000,per day,2025-09-17,Good,658.0
EQ008267,Thresher,796,600,1200,per day,2025-09-17,Good,796.0
EQ008268,Leveller,1133,800,1500,per day,2025-09-17,Good,1133.0
EQ008269,Thresher,1089,600,1200,per day,2025-09-17,Good,1089.0
EQ008270,Leveller,1009,800,1500,per day,2025-09-17,Good,1009.0
EQ008271,Rotavator,692,400,1000,per day,2025-09-17,Good,692.0
EQ008272,Plough,509,300,800,per day,2025-09-17,Good,509.0
EQ008273,Sprayer,220,200,500,per day,2025-09-17,Good,220.0
EQ008274,Baler,2102,2000,3500,per day,2025-09-17,Good,2102.0
EQ008275,Weeder,396,250,600,per day,2025-09-17,Good,396.0
EQ008276,Mulcher,1196,900,1600,per day,2025-09-17,Needs Repair,837.2
EQ008277,Seed Drill,697,400,900,per day,2025-09-17,Good,697.0
EQ008278,Rotavator,615,400,1000,per day,2025-09-17,Good,615.0
EQ008279,Mulcher,1259,900,1600,per day,2025-09-17,Good,1259.0
EQ008280,Cultivator,678,400,900,per day,2025-09-17,Good,678.0
EQ008281,Plough,493,300,800,per day,2025-09-17,Good,493.0
EQ008282,Tractor,1517,1000,2000,per day,2025-09-17,Needs Repair,1061.9
EQ008283,Sprayer,251,200,500,per day,2025-09-17,Needs Repair,175.7
EQ008284,Mulcher,1064,900,1600,per day,2025-09-17,Good,1064.0
EQ008285,Plough,431,300,800,per day,2025-09-17,Good,431.0
EQ008286,Leveller,1069,800,1500,per day,2025-09-17,Needs Repair,748.3
EQ008287,Rotavator,691,400,1000,per day,2025-09-17,Good,691.0
EQ008288,Tractor,1813,1000,2000,per day,2025-09-17,Good,1813.0
EQ008289,Leveller,994,800,1500,per day,2025-09-17,Good,994.0
EQ008290,Mulcher,1163,900,1600,per day,2025-09-17,Good,1163.0
EQ008291,Reaper,2047,1500,2500,per day,2025-09-17,Needs Repair,1432.9
EQ008292,Reaper,2077,1500,2500,per day,2025-09-17,Good,2077.0
EQ008293,Harvester,4275,3000,6000,per day,2025-09-17,Good,4275.0
EQ008294,Baler,2441,2000,3500,per day,2025-09-17,Good,2441.0
EQ008295,Power Tiller,1056,500,1200,per day,2025-09-17,Needs Repair,739.2
EQ008296,Tractor,1818,1000,2000,per day,2025-09-17,Needs Repair,1272.6
EQ008297,Sprayer,331,200,500,per day,2025-09-17,Good,331.0
EQ008298,Rotavator,752,400,1000,per day,2025-09-17,Good,752.0
EQ008299,Mulcher,1337,900,1600,per day,2025-09-17,Good,1337.0
EQ008300,Leveller,832,800,1500,per day,2025-09-17,Needs Repair,582.4
EQ008301,Tractor,1858,1000,2000,per day,2025-09-17,Needs Repair,1300.6
EQ008302,Cultivator,537,400,900,per day,2025-09-17,Good,537.0
EQ008303,Harvester,4502,3000,6000,per day,2025-09-17,Needs Repair,3151.4
EQ008304,Power Tiller,500,500,1200,per day,2025-09-17,Good,500.0
EQ008305,Sprayer,347,200,500,per day,2025-09-17,Good,347.0
EQ008306,Mulcher,1117,900,1600,per day,2025-09-17,Good,1117.0
EQ008307,Seed Drill,662,400,900,per day,2025-09-17,Good,662.0
EQ008308,Thresher,931,600,1200,per day,2025-09-17,Good,931.0
EQ008309,Baler,2354,2000,3500,per day,2025-09-17,Good,2354.0
EQ008310,Tractor,1905,1000,2000,per day,2025-09-17,Good,1905.0
EQ008311,Seed Drill,772,400,900,per day,2025-09-17,Good,772.0
EQ008312,Power Tiller,745,500,1200,per day,2025-09-17,Good,745.0
EQ008313,Plough,526,300,800,per day,2025-09-17,Good,526.0
EQ008314,Leveller,954,800,1500,per day,2025-09-17,Good,954.0
EQ008315,Cultivator,586,400,900,per day,2025-09-17,Good,586.0
EQ008316,Disc Harrow,743,500,1000,per day,2025-09-17,Good,743.0
EQ008317,Rotavator,622,400,1000,per day,2025-09-17,Needs Repair,435.4
EQ008318,Cultivator,664,400,900,per day,2025-09-17,Needs Repair,464.8
EQ008319,Plough,568,300,800,per day,2025-09-17,Needs Repair,397.6
EQ008320,Rotavator,660,400,1000,per day,2025-09-17,Good,660.0
EQ008321,Leveller,1074,800,1500,per day,2025-09-17,Good,1074.0
EQ008322,Leveller,926,800,1500,per day,2025-09-17,Good,926.0
EQ008323,Cultivator,484,400,900,per day,2025-09-17,Good,484.0
EQ008324,Power Tiller,1074,500,1200,per day,2025-09-17,Good,1074.0
EQ008325,Mulcher,1190,900,1600,per day,2025-09-17,Good,1190.0
EQ008326,Thresher,946,600,1200,per day,2025-09-17,Needs Repair,662.2
EQ008327,Cultivator,630,400,900,per day,2025-09-17,Good,630.0
EQ008328,Disc Harrow,740,500,1000,per day,2025-09-17,Needs Repair,518.0
EQ008329,Plough,457,300,800,per day,2025-09-17,Needs Repair,319.9
EQ008330,Plough,521,300,800,per day,2025-09-17,Good,521.0
EQ008331,Disc Harrow,785,500,1000,per day,2025-09-17,Needs Repair,549.5
EQ008332,Disc Harrow,794,500,1000,per day,2025-09-17,Good,794.0
EQ008333,Thresher,965,600,1200,per day,2025-09-17,Needs Repair,675.5
EQ008334,Reaper,1854,1500,2500,per day,2025-09-17,Good,1854.0
EQ008335,Power Tiller,741,500,1200,per day,2025-09-17,Needs Repair,518.7
EQ008336,Rotavator,645,400,1000,per day,2025-09-17,Good,645.0
EQ008337,Power Tiller,965,500,1200,per day,2025-09-17,Needs Repair,675.5
EQ008338,Rotavator,788,400,1000,per day,2025-09-17,Good,788.0
EQ008339,Power Tiller,655,500,1200,per day,2025-09-17,Good,655.0
EQ008340,Rotavator,609,400,1000,per day,2025-09-17,Needs Repair,426.3
EQ008341,Rotavator,730,400,1000,per day,2025-09-17,Needs Repair,511.0
EQ008342,Rotavator,709,400,1000,per day,2025-09-17,Good,709.0
EQ008343,Pumpset,553,300,800,per day,2025-09-17,Good,553.0
EQ008344,Rotavator,795,400,1000,per day,2025-09-17,Good,795.0
EQ008345,Pumpset,510,300,800,per day,2025-09-17,Needs Repair,357.0
EQ008346,Thresher,1101,600,1200,per day,2025-09-17,Needs Repair,770.7
EQ008347,Rotavator,604,400,1000,per day,2025-09-17,Needs Repair,422.8
EQ008348,Tractor,1504,1000,2000,per day,2025-09-17,Good,1504.0
EQ008349,Pumpset,562,300,800,per day,2025-09-17,Good,562.0
EQ008350,Cultivator,575,400,900,per day,2025-09-17,Good,575.0
EQ008351,Thresher,806,600,1200,per day,2025-09-17,Needs Repair,564.2
EQ008352,Reaper,2018,1500,2500,per day,2025-09-17,Good,2018.0
EQ008353,Leveller,1005,800,1500,per day,2025-09-17,Needs Repair,703.5
EQ008354,Reaper,2132,1500,2500,per day,2025-09-17,Good,2132.0
EQ008355,Cultivator,602,400,900,per day,2025-09-17,Good,602.0
EQ008356,Plough,370,300,800,per day,2025-09-17,Good,370.0
EQ008357,Rotavator,552,400,1000,per day,2025-09-17,Good,552.0
EQ008358,Seed Drill,665,400,900,per day,2025-09-17,Good,665.0
EQ008359,Mulcher,1247,900,1600,per day,2025-09-17,Good,1247.0
EQ008360,Pumpset,490,300,800,per day,2025-09-17,Good,490.0
EQ008361,Thresher,995,600,1200,per day,2025-09-17,Needs Repair,696.5
EQ008362,Leveller,1089,800,1500,per day,2025-09-17,Good,1089.0
EQ008363,Cultivator,671,400,900,per day,2025-09-17,Good,671.0
EQ008364,Thresher,919,600,1200,per day,2025-09-17,Good,919.0
EQ008365,Seed Drill,563,400,900,per day,2025-09-17,Good,563.0
EQ008366,Baler,2621,2000,3500,per day,2025-09-17,Needs Repair,1834.7
EQ008367,Mulcher,1285,900,1600,per day,2025-09-17,Good,1285.0
EQ008368,Leveller,1057,800,1500,per day,2025-09-17,Needs Repair,739.9
EQ008369,Harvester,4861,3000,6000,per day,2025-09-17,Good,4861.0
EQ008370,Leveller,997,800,1500,per day,2025-09-17,Good,997.0
EQ008371,Leveller,1093,800,1500,per day,2025-09-17,Good,1093.0
EQ008372,Leveller,1019,800,1500,per day,2025-09-17,Good,1019.0
EQ008373,Thresher,934,600,1200,per day,2025-09-17,Good,934.0
EQ008374,Weeder,424,250,600,per day,2025-09-17,Needs Repair,296.8
EQ008375,Reaper,1946,1500,2500,per day,2025-09-17,Good,1946.0
EQ008376,Plough,571,300,800,per day,2025-09-17,Good,571.0
EQ008377,Plough,584,300,800,per day,2025-09-17,Good,584.0
EQ008378,Harvester,3737,3000,6000,per day,2025-09-17,Good,3737.0
EQ008379,Mulcher,1069,900,1600,per day,2025-09-17,Good,1069.0
EQ008380,Harvester,4868,3000,6000,per day,2025-09-17,Good,4868.0
EQ008381,Disc Harrow,695,500,1000,per day,2025-09-17,Good,695.0
EQ008382,Baler,2274,2000,3500,per day,2025-09-17,Good,2274.0
EQ008383,Reaper,1858,1500,2500,per day,2025-09-17,Good,1858.0
EQ008384,Weeder,354,250,600,per day,2025-09-17,Needs Repair,247.8
EQ008385,Weeder,310,250,600,per day,2025-09-17,Good,310.0
EQ008386,Harvester,4411,3000,6000,per day,2025-09-17,Good,4411.0
EQ008387,Leveller,915,800,1500,per day,2025-09-17,Needs Repair,640.5
EQ008388,Baler,2659,2000,3500,per day,2025-09-17,Good,2659.0
EQ008389,Rotavator,663,400,1000,per day,2025-09-17,Good,663.0
EQ008390,Reaper,2262,1500,2500,per day,2025-09-17,Good,2262.0
EQ008391,Reaper,1850,1500,2500,per day,2025-09-17,Good,1850.0
EQ008392,Disc Harrow,732,500,1000,per day,2025-09-17,Good,732.0
EQ008393,Power Tiller,695,500,1200,per day,2025-09-17,Needs Repair,486.5
EQ008394,Sprayer,219,200,500,per day,2025-09-17,Needs Repair,153.3
EQ008395,Mulcher,1302,900,1600,per day,2025-09-17,Needs Repair,911.4
EQ008396,Harvester,5225,3000,6000,per day,2025-09-17,Needs Repair,3657.5
EQ008397,Pumpset,486,300,800,per day,2025-09-17,Good,486.0
EQ008398,Leveller,935,800,1500,per day,2025-09-17,Good,935.0
EQ008399,Seed Drill,810,400,900,per day,2025-09-17,Needs Repair,567.0
EQ008400,Rotavator,943,400,1000,per day,2025-09-17,Needs Repair,660.1
EQ008401,Cultivator,845,400,900,per day,2025-09-17,Good,845.0
EQ008402,Sprayer,308,200,500,per day,2025-09-17,Needs Repair,215.6
EQ008403,Harvester,4179,3000,6000,per day,2025-09-17,Good,4179.0
EQ008404,Harvester,3420,3000,6000,per day,2025-09-17,Good,3420.0
EQ008405,Seed Drill,786,400,900,per day,2025-09-17,Good,786.0
EQ008406,Seed Drill,776,400,900,per day,2025-09-17,Good,776.0
EQ008407,Harvester,4773,3000,6000,per day,2025-09-17,Good,4773.0
EQ008408,Power Tiller,695,500,1200,per day,2025-09-17,Good,695.0
EQ008409,Rotavator,538,400,1000,per day,2025-09-17,Good,538.0
EQ008410,Power Tiller,793,500,1200,per day,2025-09-17,Good,793.0
EQ008411,Seed Drill,668,400,900,per day,2025-09-17,Good,668.0
EQ008412,Thresher,864,600,1200,per day,2025-09-17,Needs Repair,604.8
EQ008413,Power Tiller,773,500,1200,per day,2025-09-17,Good,773.0
EQ008414,Cultivator,695,400,900,per day,2025-09-17,Good,695.0
EQ008415,Plough,537,300,800,per day,2025-09-17,Good,537.0
EQ008416,Mulcher,1181,900,1600,per day,2025-09-17,Good,1181.0
EQ008417,Plough,526,300,800,per day,2025-09-17,Needs Repair,368.2
EQ008418,Plough,547,300,800,per day,2025-09-17,Good,547.0
EQ008419,Disc Harrow,827,500,1000,per day,2025-09-17,Needs Repair,578.9
EQ008420,Harvester,4906,3000,6000,per day,2025-09-17,Good,4906.0
EQ008421,Power Tiller,779,500,1200,per day,2025-09-17,Good,779.0
EQ008422,Seed Drill,671,400,900,per day,2025-09-17,Good,671.0
EQ008423,Cultivator,547,400,900,per day,2025-09-17,Good,547.0
EQ008424,Harvester,4199,3000,6000,per day,2025-09-17,Good,4199.0
EQ008425,Seed Drill,748,400,900,per day,2025-09-17,Good,748.0
EQ008426,Disc Harrow,637,500,1000,per day,2025-09-17,Good,637.0
EQ008427,Weeder,383,250,600,per day,2025-09-17,Good,383.0
EQ008428,Pumpset,458,300,800,per day,2025-09-17,Needs Repair,320.6
EQ008429,Plough,383,300,800,per day,2025-09-17,Good,383.0
EQ008430,Mulcher,1154,900,1600,per day,2025-09-17,Good,1154.0
EQ008431,Reaper,2133,1500,2500,per day,2025-09-17,Good,2133.0
EQ008432,Leveller,1013,800,1500,per day,2025-09-17,Good,1013.0
EQ008433,Leveller,1217,800,1500,per day,2025-09-17,Good,1217.0
EQ008434,Leveller,1020,800,1500,per day,2025-09-17,Needs Repair,714.0
EQ008435,Reaper,1860,1500,2500,per day,2025-09-17,Needs Repair,1302.0
EQ008436,Reaper,2108,1500,2500,per day,2025-09-17,Good,2108.0
EQ008437,Tractor,1790,1000,2000,per day,2025-09-17,Good,1790.0
EQ008438,Disc Harrow,736,500,1000,per day,2025-09-17,Good,736.0
EQ008439,Rotavator,668,400,1000,per day,2025-09-17,Good,668.0
EQ008440,Weeder,378,250,600,per day,2025-09-17,Good,378.0
EQ008441,Sprayer,273,200,500,per day,2025-09-17,Good,273.0
EQ008442,Power Tiller,971,500,1200,per day,2025-09-17,Good,971.0
EQ008443,Weeder,370,250,600,per day,2025-09-17,Good,370.0
EQ008444,Baler,2253,2000,3500,per day,2025-09-17,Good,2253.0
EQ008445,Tractor,1768,1000,2000,per day,2025-09-17,Good,1768.0
EQ008446,Disc Harrow,639,500,1000,per day,2025-09-17,Good,639.0
EQ008447,Reaper,2029,1500,2500,per day,2025-09-17,Good,2029.0
EQ008448,Baler,2536,2000,3500,per day,2025-09-17,Needs Repair,1775.2
EQ008449,Baler,2312,2000,3500,per day,2025-09-17,Good,2312.0
EQ008450,Sprayer,263,200,500,per day,2025-09-17,Needs Repair,184.1
EQ008451,Sprayer,342,200,500,per day,2025-09-17,Good,342.0
EQ008452,Tractor,1924,1000,2000,per day,2025-09-17,Good,1924.0
EQ008453,Reaper,1816,1500,2500,per day,2025-09-17,Good,1816.0
EQ008454,Rotavator,779,400,1000,per day,2025-09-17,Good,779.0
EQ008455,Pumpset,532,300,800,per day,2025-09-17,Needs Repair,372.4
EQ008456,Harvester,4460,3000,6000,per day,2025-09-17,Good,4460.0
EQ008457,Leveller,1148,800,1500,per day,2025-09-17,Good,1148.0
EQ008458,Mulcher,1168,900,1600,per day,2025-09-17,Good,1168.0
EQ008459,Cultivator,478,400,900,per day,2025-09-17,Needs Repair,334.6
EQ008460,Thresher,1020,600,1200,per day,2025-09-17,Good,1020.0
EQ008461,Reaper,2033,1500,2500,per day,2025-09-17,Needs Repair,1423.1
EQ008462,Rotavator,647,400,1000,per day,2025-09-17,Needs Repair,452.9
EQ008463,Pumpset,652,300,800,per day,2025-09-17,Good,652.0
EQ008464,Cultivator,506,400,900,per day,2025-09-17,Needs Repair,354.2
EQ008465,Harvester,3593,3000,6000,per day,2025-09-17,Needs Repair,2515.1
EQ008466,Mulcher,1292,900,1600,per day,2025-09-17,Good,1292.0
EQ008467,Weeder,415,250,600,per day,2025-09-17,Good,415.0
EQ008468,Tractor,1705,1000,2000,per day,2025-09-17,Good,1705.0
EQ008469,Power Tiller,879,500,1200,per day,2025-09-17,Good,879.0
EQ008470,Mulcher,1226,900,1600,per day,2025-09-17,Good,1226.0
EQ008471,Mulcher,1208,900,1600,per day,2025-09-17,Good,1208.0
EQ008472,Baler,2836,2000,3500,per day,2025-09-17,Good,2836.0
EQ008473,Seed Drill,659,400,900,per day,2025-09-17,Good,659.0
EQ008474,Tractor,1728,1000,2000,per day,2025-09-17,Good,1728.0
EQ008475,Cultivator,614,400,900,per day,2025-09-17,Needs Repair,429.8
EQ008476,Cultivator,842,400,900,per day,2025-09-17,Needs Repair,589.4
EQ008477,Pumpset,480,300,800,per day,2025-09-17,Good,480.0
EQ008478,Mulcher,1219,900,1600,per day,2025-09-17,Good,1219.0
EQ008479,Reaper,1718,1500,2500,per day,2025-09-17,Good,1718.0
EQ008480,Weeder,359,250,600,per day,2025-09-17,Needs Repair,251.3
EQ008481,Pumpset,525,300,800,per day,2025-09-17,Good,525.0
EQ008482,Seed Drill,522,400,900,per day,2025-09-17,Good,522.0
EQ008483,Plough,608,300,800,per day,2025-09-17,Needs Repair,425.6
EQ008484,Seed Drill,717,400,900,per day,2025-09-17,Needs Repair,501.9
EQ008485,Disc Harrow,637,500,1000,per day,2025-09-17,Needs Repair,445.9
EQ008486,Cultivator,633,400,900,per day,2025-09-17,Needs Repair,443.1
EQ008487,Seed Drill,612,400,900,per day,2025-09-17,Good,612.0
EQ008488,Rotavator,650,400,1000,per day,2025-09-17,Good,650.0
EQ008489,Rotavator,639,400,1000,per day,2025-09-17,Good,639.0
EQ008490,Pumpset,383,300,800,per day,2025-09-17,Good,383.0
EQ008491,Reaper,2048,1500,2500,per day,2025-09-17,Needs Repair,1433.6
EQ008492,Rotavator,750,400,1000,per day,2025-09-17,Good,750.0
EQ008493,Sprayer,287,200,500,per day,2025-09-17,Good,287.0
EQ008494,Power Tiller,897,500,1200,per day,2025-09-17,Needs Repair,627.9
EQ008495,Harvester,4620,3000,6000,per day,2025-09-17,Good,4620.0
EQ008496,Leveller,962,800,1500,per day,2025-09-17,Needs Repair,673.4
EQ008497,Pumpset,425,300,800,per day,2025-09-17,Needs Repair,297.5
EQ008498,Pumpset,565,300,800,per day,2025-09-17,Good,565.0
EQ008499,Pumpset,611,300,800,per day,2025-09-17,Good,611.0
EQ008500,Plough,503,300,800,per day,2025-09-17,Good,503.0
EQ008501,Power Tiller,873,500,1200,per day,2025-09-17,Good,873.0
EQ008502,Tractor,1626,1000,2000,per day,2025-09-17,Good,1626.0
EQ008503,Seed Drill,709,400,900,per day,2025-09-17,Good,709.0
EQ008504,Sprayer,341,200,500,per day,2025-09-17,Needs Repair,238.7
EQ008505,Plough,537,300,800,per day,2025-09-17,Good,537.0
EQ008506,Weeder,410,250,600,per day,2025-09-17,Needs Repair,287.0
EQ008507,Plough,535,300,800,per day,2025-09-17,Good,535.0
EQ008508,Harvester,3942,3000,6000,per day,2025-09-17,Good,3942.0
EQ008509,Power Tiller,871,500,1200,per day,2025-09-17,Needs Repair,609.7
EQ008510,Baler,2831,2000,3500,per day,2025-09-17,Good,2831.0
EQ008511,Weeder,437,250,600,per day,2025-09-17,Good,437.0
EQ008512,Tractor,1829,1000,2000,per day,2025-09-17,Good,1829.0
EQ008513,Harvester,4283,3000,6000,per day,2025-09-17,Needs Repair,2998.1
EQ008514,Mulcher,1159,900,1600,per day,2025-09-17,Good,1159.0
EQ008515,Sprayer,281,200,500,per day,2025-09-17,Good,281.0
EQ008516,Baler,2121,2000,3500,per day,2025-09-17,Good,2121.0
EQ008517,Leveller,1117,800,1500,per day,2025-09-17,Needs Repair,781.9
EQ008518,Reaper,2003,1500,2500,per day,2025-09-17,Needs Repair,1402.1
EQ008519,Power Tiller,773,500,1200,per day,2025-09-17,Good,773.0
EQ008520,Reaper,1828,1500,2500,per day,2025-09-17,Needs Repair,1279.6
EQ008521,Leveller,1137,800,1500,per day,2025-09-17,Good,1137.0
EQ008522,Tractor,1528,1000,2000,per day,2025-09-17,Good,1528.0
EQ008523,Reaper,2214,1500,2500,per day,2025-09-17,Good,2214.0
EQ008524,Pumpset,511,300,800,per day,2025-09-17,Good,511.0
EQ008525,Reaper,2048,1500,2500,per day,2025-09-17,Good,2048.0
EQ008526,Thresher,858,600,1200,per day,2025-09-17,Good,858.0
EQ008527,Weeder,403,250,600,per day,2025-09-17,Good,403.0
EQ008528,Tractor,1844,1000,2000,per day,2025-09-17,Needs Repair,1290.8
EQ008529,Rotavator,692,400,1000,per day,2025-09-17,Good,692.0
EQ008530,Pumpset,405,300,800,per day,2025-09-17,Good,405.0
EQ008531,Pumpset,300,300,800,per day,2025-09-17,Needs Repair,210.0
EQ008532,Reaper,1797,1500,2500,per day,2025-09-17,Good,1797.0
EQ008533,Plough,544,300,800,per day,2025-09-17,Good,544.0
EQ008534,Pumpset,637,300,800,per day,2025-09-17,Needs Repair,445.9
EQ008535,Rotavator,768,400,1000,per day,2025-09-17,Good,768.0
EQ008536,Seed Drill,454,400,900,per day,2025-09-17,Good,454.0
EQ008537,Disc Harrow,705,500,1000,per day,2025-09-17,Good,705.0
EQ008538,Pumpset,546,300,800,per day,2025-09-17,Needs Repair,382.2
EQ008539,Weeder,381,250,600,per day,2025-09-17,Good,381.0
EQ008540,Pumpset,489,300,800,per day,2025-09-17,Needs Repair,342.3
EQ008541,Thresher,872,600,1200,per day,2025-09-17,Good,872.0
EQ008542,Baler,2721,2000,3500,per day,2025-09-17,Good,2721.0
EQ008543,Seed Drill,637,400,900,per day,2025-09-17,Needs Repair,445.9
EQ008544,Reaper,1897,1500,2500,per day,2025-09-17,Good,1897.0
EQ008545,Weeder,355,250,600,per day,2025-09-17,Good,355.0
EQ008546,Plough,542,300,800,per day,2025-09-17,Good,542.0
EQ008547,Mulcher,1308,900,1600,per day,2025-09-17,Needs Repair,915.6
EQ008548,Leveller,1004,800,1500,per day,2025-09-17,Good,1004.0
EQ008549,Thresher,796,600,1200,per day,2025-09-17,Good,796.0
EQ008550,Cultivator,642,400,900,per day,2025-09-17,Good,642.0
EQ008551,Baler,2626,2000,3500,per day,2025-09-17,Needs Repair,1838.2
EQ008552,Tractor,2000,1000,2000,per day,2025-09-17,Good,2000.0
EQ008553,Sprayer,366,200,500,per day,2025-09-17,Good,366.0
EQ008554,Power Tiller,713,500,1200,per day,2025-09-17,Good,713.0
EQ008555,Power Tiller,1015,500,1200,per day,2025-09-17,Good,1015.0
EQ008556,Rotavator,712,400,1000,per day,2025-09-17,Good,712.0
EQ008557,Disc Harrow,614,500,1000,per day,2025-09-17,Good,614.0
EQ008558,Sprayer,252,200,500,per day,2025-09-17,Good,252.0
EQ008559,Plough,427,300,800,per day,2025-09-17,Needs Repair,298.9
EQ008560,Reaper,1871,1500,2500,per day,2025-09-17,Needs Repair,1309.7
EQ008561,Weeder,454,250,600,per day,2025-09-17,Good,454.0
EQ008562,Rotavator,870,400,1000,per day,2025-09-17,Needs Repair,609.0
EQ008563,Seed Drill,625,400,900,per day,2025-09-17,Good,625.0
EQ008564,Plough,372,300,800,per day,2025-09-17,Needs Repair,260.4
EQ008565,Tractor,1842,1000,2000,per day,2025-09-17,Good,1842.0
EQ008566,Cultivator,484,400,900,per day,2025-09-17,Good,484.0
EQ008567,Sprayer,312,200,500,per day,2025-09-17,Needs Repair,218.4
EQ008568,Cultivator,502,400,900,per day,2025-09-17,Needs Repair,351.4
EQ008569,Mulcher,1364,900,1600,per day,2025-09-17,Good,1364.0
EQ008570,Leveller,1044,800,1500,per day,2025-09-17,Good,1044.0
EQ008571,Plough,483,300,800,per day,2025-09-17,Good,483.0
EQ008572,Pumpset,346,300,800,per day,2025-09-17,Good,346.0
EQ008573,Sprayer,291,200,500,per day,2025-09-17,Good,291.0
EQ008574,Plough,397,300,800,per day,2025-09-17,Good,397.0
EQ008575,Mulcher,1461,900,1600,per day,2025-09-17,Needs Repair,1022.7
EQ008576,Leveller,1218,800,1500,per day,2025-09-17,Good,1218.0
EQ008577,Thresher,918,600,1200,per day,2025-09-17,Good,918.0
EQ008578,Harvester,4826,3000,6000,per day,2025-09-17,Good,4826.0
EQ008579,Rotavator,713,400,1000,per day,2025-09-17,Good,713.0
EQ008580,Plough,455,300,800,per day,2025-09-17,Good,455.0
EQ008581,Thresher,761,600,1200,per day,2025-09-17,Good,761.0
EQ008582,Mulcher,1133,900,1600,per day,2025-09-17,Needs Repair,793.1
EQ008583,Pumpset,630,300,800,per day,2025-09-17,Needs Repair,441.0
EQ008584,Cultivator,548,400,900,per day,2025-09-17,Good,548.0
EQ008585,Leveller,1017,800,1500,per day,2025-09-17,Good,1017.0
EQ008586,Mulcher,1215,900,1600,per day,2025-09-17,Good,1215.0
EQ008587,Thresher,1000,600,1200,per day,2025-09-17,Needs Repair,700.0
EQ008588,Reaper,2028,1500,2500,per day,2025-09-17,Needs Repair,1419.6
EQ008589,Sprayer,229,200,500,per day,2025-09-17,Good,229.0
EQ008590,Thresher,735,600,1200,per day,2025-09-17,Good,735.0
